公历日期,十二值日,十二值神,黄道吉日,宜,忌
2032-02-09,成,天牢,是,祭祀、冠笄、嫁娶、拆卸、修造、动土、起基、上梁、盖屋、入宅、开市、开池、塞穴、入殓、除服、成服、移柩、安葬、破土,安床、栽种、治病、作灶
2032-02-10,收,玄武,否,祭祀、结网、入殓、除服、成服、移柩、安葬、破土,馀事勿取
2032-02-11,收,玄武,否,塑绘、开光、祈福、求嗣、订盟、纳采、裁衣、冠笄、拆卸、修造、动土、起基、安门、安床、移徙、造仓、结网、纳畜,伐木、作灶、安葬、取渔、入宅
2032-02-12,开,司命,是,祭祀、沐浴、开光、塑绘、祈福、求嗣、订盟、纳采、冠笄、裁衣、嫁娶、动土、除服、成服、移柩、破土、启钻、出行、安碓磑、放水、开市、立券、交易,安葬、上梁、入宅、作灶
2032-02-13,闭,勾陈,否,祭祀、祈福、求嗣、酬神、裁衣、安床、立券、交易、入殓、除服、成服、移柩、谢土、启钻,出行、嫁娶、入宅、动土
2032-02-14,建,青龙,否,裁衣、合帐、入殓、除服、成服、会亲友、纳财,祭祀、祈福、移徙、嫁娶、入宅
2032-02-15,除,明堂,是,祭祀、斋醮、裁衣、合帐、冠笄、订盟、纳采、嫁娶、入宅、安香、谢土、入殓、移柩、破土、立碑、会亲友、出行、祈福、求嗣、上梁、放水,掘井
2032-02-16,满,天刑,否,安床、合帐、入宅、问名、纳采、求嗣、祭祀、开仓,斋醮、作灶、安葬
2032-02-17,平,朱雀,否,作灶、平治道涂,祭祀、祈福、安葬、安门、馀事勿取
2032-02-18,定,金匮,是,塑绘、开光、酬神、斋醮、订盟、纳采、裁衣、合帐、拆卸、动土、上梁、安床、安香、造庙、挂匾、会亲友、进人口、出行、修造、纳财、伐木、放水、出火、纳畜、沐浴、安门,盖屋、栽种、安葬、作灶
2032-02-19,执,天德,是,祭祀、祈福、酬神、订盟、纳采、冠笄、裁衣、合帐、嫁娶、安床、移徙、入宅、安香、入殓、移柩、启钻、安葬、解除、取渔、捕捉、伐木、安门、出火,栽种、动土、开市、作灶
2032-02-20,破,白虎,否,求医、破屋,诸事不宜
2032-02-21,危,玉堂,是,祈福、求嗣、斋醮、塑绘、开光、订盟、纳采、嫁娶、动土、入宅、安香、移柩、安葬、谢土、出行、沐浴、修造、竖柱、上梁、纳财、破土、解除、安门、放水,作灶、安床
2032-02-22,成,天牢,是,取渔、入殓、除服、成服、移柩、破土、安葬、立碑,嫁娶、上梁、入宅、作灶
2032-02-23,收,玄武,否,祭祀、求嗣、沐浴、酬神、订盟、纳采、裁衣、合帐、冠笄、安机械、安床、造仓、开池、经络、纳财、开市、立券、交易、结网、取渔、纳畜、捕捉,安葬、作灶、伐木、作梁
2032-02-24,开,司命,是,祭祀、沐浴、祈福、求嗣、斋醮、订盟、纳采、裁衣、冠笄、开市、立券、交易、纳财、除服、谢土、出行、移柩,入殓、安葬、作灶、入宅
2032-02-25,闭,勾陈,否,祭祀、祈福、求嗣、入殓、启钻、安葬、移柩,开光、掘井、针灸、出行、嫁娶、入宅、移徙、作灶、动土
2032-02-26,建,青龙,否,安床、解除、裁衣、竖柱、上梁、交易、立券、纳财、纳畜、牧养、入殓、移柩、安葬、启钻,嫁娶、出行、动土、开渠、入宅、祭祀、掘井
2032-02-27,除,明堂,是,嫁娶、安床、开光、出行、祭祀、动土、出火、解除、会亲友、开市、交易、立券、挂匾、入宅、移徙、拆卸、破土、启钻、安葬,掘井、词讼
2032-02-28,满,天刑,否,嫁娶、开光、求嗣、会亲友、安床、牧养、塑绘、针灸,入宅、移徙、出火、分居、安香、作灶、开市、交易、立券、安葬、动土、伐木
2032-02-29,平,朱雀,否,作灶、解除、平治道涂,栽种、出行、祈福、行丧、纳畜、安葬、安门、伐木、作梁、牧养
2032-03-01,定,金匮,是,解除、沐浴,诸事不宜
2032-03-02,执,天德,是,嫁娶、祭祀、祈福、出行、解除、出火、拆卸、动土、入宅、移徙、安床、上梁、栽种、纳畜、破土、启钻、安葬,开市、立券、理发、作灶
2032-03-03,破,白虎,否,祭祀、解除、治病、破屋、坏垣、扫舍,馀事勿取
2032-03-04,危,玉堂,是,祭祀、祈福、求嗣、开光、出火、出行、拆卸、修造、动土、入宅、移徙、上梁、挂匾、开池、入殓、安葬、破土、启钻,嫁娶、作灶、安床
2032-03-05,成,天牢,是,嫁娶、冠笄、祭祀、出行、会亲友、修造、动土、入殓、破土,塑绘、开光、造桥、除服、成服
2032-03-06,收,玄武,否,开光、求嗣、出行、纳采、冠笄、出火、拆卸、起基、修造、动土、上梁、移徙、造船、开市、交易、立券、纳财,祈福、嫁娶、安葬、破土
2032-03-07,开,司命,是,理发、冠笄、嫁娶、进人口、栽种、捕捉、针灸,纳财、开市、安葬、破土
2032-03-08,闭,勾陈,否,开光、祈福、求嗣、出行、解除、伐木、盖屋、起基、修造、架马、安门、移徙、入宅、造庙、除服、成服、移柩、谢土、纳畜、牧养,纳采、动土、开市、交易
2032-03-09,建,青龙,否,裁衣、经络、伐木、开柱眼、拆卸、修造、动土、上梁、合脊、合寿木、入殓、除服、成服、移柩、破土、安葬、启钻、修坟、立碑,祭祀、嫁娶、出行、掘井
2032-03-10,除,明堂,是,祭祀、会亲友、立券、交易、裁衣、合帐、嫁娶、冠笄、进人口,栽种、动土、安葬、掘井、修坟、探病
2032-03-11,满,天刑,否,扫舍、塞穴、馀事勿取,诸事不宜
2032-03-12,满,天刑,否,塑绘、开光、订盟、纳采、裁衣、合帐、冠笄、安机械、会亲友、纳财、开市、立券、交易、安床、竖柱、上梁、结网、栽种、解除、经络,作灶、出行、入宅、安葬
2032-03-13,平,朱雀,否,祭祀、嫁娶、纳婿、除服、成服、入殓、移柩,动土、作灶、入宅、开光、安床
2032-03-14,定,金匮,是,祈福、求嗣、开光、塑绘、斋醮、订盟、纳采、嫁娶、拆卸、安床、入宅、安香、移柩、修坟、安葬、谢土、栽种、解除、冠笄、裁衣、移徙、修造、动土、竖柱、放水、启钻、立碑,赴任
2032-03-15,执,天德,是,祭祀、解除、入殓、除服、成服、移柩、启钻、安葬、修坟、立碑、谢土、沐浴、扫舍、捕捉、取渔、结网、畋猎、理发,安床、嫁娶、作灶、入宅
2032-03-16,破,白虎,否,破屋、坏垣,诸事不宜
2032-03-17,危,玉堂,是,祭祀、出行、订盟、纳采、裁衣、合帐、冠笄、进人口、动土、安床、作灶、入殓、移柩、安葬、破土、结网、取渔、畋猎,作梁、造庙
2032-03-18,成,天牢,是,祭祀、开光、塑绘、订盟、纳采、合帐、冠笄、拆卸、动土、起基、上梁、入宅、安香、开市、立券、纳财、沐浴、求嗣、出火、竖柱、安门,造庙、嫁娶、伐木、安葬
2032-03-19,收,玄武,否,祭祀、沐浴、捕捉、栽种,嫁娶、入宅、移徙、作灶、安葬
2032-03-20,开,司命,是,祭祀、开光、塑绘、酬神、斋醮、订盟、纳采、嫁娶、裁衣、动土、起基、出火、拆卸、移徙、入宅、安香、修造、竖柱、上梁、纳畜、牧养、祈福、求嗣、解除、伐木、定磉、盖屋、安门,栽种、安葬
2032-03-21,闭,勾陈,否,订盟、纳采、冠笄、拆卸、修造、动土、安床、入殓、除服、成服、移柩、安葬、破土、启钻、造仓,作灶、开光、嫁娶、开市、入宅
2032-03-22,建,青龙,否,祈福、开光、塑绘、酬神、订盟、纳采、裁衣、安床、开市、立券、入殓、除服、成服、移柩、启钻、安葬、立碑、赴任、会亲友、出行、交易、竖柱,作灶、掘井、动土、栽种
2032-03-23,除,明堂,是,祭祀、扫舍、塞穴,栽种、作灶、安葬、嫁娶
2032-03-24,满,天刑,否,开光、塑绘、裁衣、冠笄、伐木、拆卸、竖柱、上梁、开仓、会亲友、安机械、造仓、盖屋、交易、解除、开市、立券、纳财,出行、嫁娶、入宅、安葬
2032-03-25,平,朱雀,否,冠笄、入殓、除服、成服、移柩、平治道涂、修饰垣墙,盖屋、作灶、治病、探病
2032-03-26,定,金匮,是,祭祀、嫁娶、祈福、纳采、裁衣、合帐、安床、入宅、安香、入殓、移柩、安葬、谢土、修造、安碓磑、求嗣、会亲友、挂匾、交易、立券、纳财、造仓、放水,栽种、伐木
2032-03-27,执,天德,是,祭祀、祈福、斋醮、订盟、纳采、裁衣、合帐、拆卸、修造、动土、上梁、起基、移柩、安葬、谢土、沐浴、扫舍、开柱眼、伐木、出火,安床、开市、立券、作灶
2032-03-28,破,白虎,否,破屋、坏垣、求医、治病,诸事不宜
2032-03-29,危,玉堂,是,祭祀、动土、上梁、订盟、纳采、嫁娶、安机械、拆卸、安床、入宅、安香、入殓、移柩、破土、安葬、立碑、谢土、赴任、出行、移徙、祈福、求嗣、解除、造仓、进人口,开光、出货财
2032-03-30,成,天牢,是,祭祀、开光、塑绘、纳采、裁衣、拆卸、安床、起基、动土、竖柱、上梁、移徙、入宅、安香、开市、立券、挂匾、沐浴、出行、求嗣、安门,嫁娶、栽种、伐木、安葬
2032-03-31,收,玄武,否,裁衣、合帐、冠笄、嫁娶、纳婿、安床、入殓、纳财,作灶、开市、安葬、作梁
2032-04-01,开,司命,是,祭祀、订盟、纳采、修造、动土、祈福、塑绘、斋醮、沐浴、拆卸、起基、入宅、安香、造庙、移柩、谢土、除服、成服、入学、习艺、出行、竖柱、上梁、掘井、求嗣、解除、伐木,作灶、安葬、开市、盖屋
2032-04-02,闭,勾陈,否,订盟、纳采、裁衣、合帐、冠笄、安机械、拆卸、安床、入殓、除服、成服、移柩、破土、启钻、安葬、修坟、立碑、经络、交易、立券、纳财、筑堤、造仓、补垣、塞穴、纳畜、伐木、架马,祭祀、开光、嫁娶、入宅
2032-04-03,建,青龙,否,祭祀、出行、嫁娶、冠笄、安床、入殓、移柩、安葬,掘井、动土、作灶、栽种
2032-04-04,除,明堂,是,祭祀、解除、教牛马、出行、馀事勿取,动土、破土、行丧、开光、作梁、安葬、探病
2032-04-05,满,天刑,否,沐浴、斋醮、解除、求医、治病、会亲友、造畜稠、栽种、理发、扫舍,开市、嫁娶、移徙、入宅、掘井、安葬
2032-04-06,平,朱雀,否,求嗣、出行、解除、订盟、纳采、嫁娶、会亲友、进人口、安床、开市、交易、纳畜、牧养、入殓、除服、成服、移柩、安葬、启钻,祈福、修造、动土、破土、谢土
2032-04-07,定,金匮,是,祭祀、作灶、平治道涂、馀事勿取,嫁娶、安葬、动土、安床、治病
2032-04-08,执,天德,是,造车器、祭祀、祈福、求嗣、斋醮、开市、交易、安机械、雕刻、开光、盖屋、合脊、起基、定磉、安门、纳畜、安葬、开生坟、立碑、谢土,入宅、动土、开仓、出货财
2032-04-09,破,白虎,否,祭祀、祈福、开光、求嗣、斋醮、纳采、订盟、求医、治病、起基、定磉、造船、取渔、解除、安葬、启钻、谢土、入殓,开市、动土、掘井、开池
2032-04-10,破,白虎,否,祭祀、沐浴、破屋、坏垣、求医、治病、解除、馀事勿取,嫁娶、开市、交易、入宅、安葬
2032-04-11,危,玉堂,是,诸事不宜,无
2032-04-12,成,天牢,是,祭祀、塑绘、开光、订盟、纳采、冠笄、裁衣、安机械、拆卸、修造、动土、安床、经络、开市,出火、入宅、安葬、伐木
2032-04-13,收,玄武,否,祭祀、馀事勿取,造庙、嫁娶、安床
2032-04-14,开,司命,是,订盟、纳采、嫁娶、进人口、会亲友、交易、立券、动土、除服、谢土、移柩、破土、启钻、赴任、出行、开市、纳财、栽种,入殓、安葬、入宅、安床
2032-04-15,闭,勾陈,否,祭祀、祈福、裁衣、合帐、安床、入殓、除服、成服、移柩、破土、启钻、安葬、谢土、立碑、造畜稠,掘井、安门、嫁娶、纳采
2032-04-16,建,青龙,否,祭祀、进人口、嫁娶、安床、解除、冠笄、出行、裁衣、扫舍,掘井、动土、破土、安葬、开光
2032-04-17,除,明堂,是,纳采、开光、求医、治病、动土、上梁、移徙、入宅,嫁娶、开市、安葬
2032-04-18,满,天刑,否,祭祀、会亲友、开市、安床、启钻、安葬,嫁娶、动土、破土
2032-04-19,平,朱雀,否,祭祀、作灶、掘井、平治道涂,嫁娶、安葬
2032-04-20,定,金匮,是,祭祀、斋醮、开市、动土、入殓、破土、安葬,嫁娶、移徙、入宅
2032-04-21,执,天德,是,嫁娶、纳采、祭祀、祈福、出行、移徙、求医,开市、动土、破土
2032-04-22,破,白虎,否,祭祀、求医、治病、解除、馀事勿取,诸事不宜
2032-04-23,危,玉堂,是,沐浴、结网、取渔,嫁娶、入宅、安葬
2032-04-24,成,天牢,是,无,诸事不宜
2032-04-25,收,玄武,否,解除、坏垣、馀事勿取,诸事不宜
2032-04-26,开,司命,是,嫁娶、开光、出行、出火、拆卸、进人口、开市、立券、交易、挂匾、入宅、移徙、安床、栽种,祈福、入殓、祭祀、作灶、安葬、探病
2032-04-27,闭,勾陈,否,嫁娶、出行、合帐、冠笄、安床、除服、成服、作灶、交易、立券、入殓、移柩、破土、安葬,词讼、开光、开市
2032-04-28,建,青龙,否,出行、修饰垣墙、造畜稠、教牛马、馀事勿取,诸事不宜
2032-04-29,除,明堂,是,祭祀、祈福、开光、求嗣、解除、伐木、出火、入宅、移徙、安床、拆卸、修造、动土、造畜稠,嫁娶、纳财、安葬、出行、开市、立券、作灶、栽种
2032-04-30,满,天刑,否,纳采、嫁娶、开光、出行、理发、会亲友、开市、安床、栽种、牧养、入殓、移柩、启钻,谢土、祈福、上梁、作灶、斋醮、修造、入宅、安门
2032-05-01,平,朱雀,否,祭祀、平治道涂、解除、修饰垣墙、馀事勿取,诸事不宜
2032-05-02,定,金匮,是,祭祀、祈福、开光、解除、动土、纳财、交易、纳畜、扫舍,进人口、出行、嫁娶、置产、安床、赴任、安葬、作灶
2032-05-03,执,天德,是,祭祀、祈福、求嗣、开光、解除、出火、拆卸、入宅、安床、修造、安门、纳畜、启钻、安葬,动土、破土、纳财、掘井、挂匾、开市、伐木、交易
2032-05-04,破,白虎,否,祭祀、解除、破屋、坏垣、馀事勿取,诸事不宜
2032-05-05,危,玉堂,是,祭祀、沐浴、解除、破屋、坏垣、馀事勿取,行丧、安葬
2032-05-06,成,天牢,是,沐浴、扫舍、馀事勿取,斋醮、开市、嫁娶、作灶
2032-05-07,收,玄武,否,开市、交易、立券、安机械、会亲友、开光、求医、治病、盖屋、起基、修造、动土、定磉、竖柱、上梁、安门、作灶、放水、开厕、开池、栽种、牧养、造畜稠、破土、安葬、立碑,嫁娶、出火、移徙、入宅
